 1.00000000000000000E+000, 1.00000000000000000E+000, 0.00000000000000000E+000
 0.00000000000000000E+000, 1.00000000000000000E+000, 1.00000000000000000E+000
 1.00000000000000000E+000, 0.00000000000000000E+000, 1.00000000000000000E+000
 3.33333333333333315E-001, 0.00000000000000000E+000, 0.00000000000000000E+000
 6.66666666666666630E-001, 0.00000000000000000E+000, 0.00000000000000000E+000
 1.00000000000000000E+000, 0.00000000000000000E+000, 0.00000000000000000E+000
 0.00000000000000000E+000, 3.33333333333333315E-001, 0.00000000000000000E+000
 0.00000000000000000E+000, 6.66666666666666630E-001, 0.00000000000000000E+000
 0.00000000000000000E+000, 1.00000000000000000E+000, 0.00000000000000000E+000
 0.00000000000000000E+000, 0.00000000000000000E+000, 3.33333333333333315E-001
 0.00000000000000000E+000, 0.00000000000000000E+000, 6.66666666666666630E-001
 0.00000000000000000E+000, 0.00000000000000000E+000, 1.00000000000000000E+000
 0.00000000000000000E+000, 0.00000000000000000E+000, 0.00000000000000000E+000
 3.33333333333333315E-001, 3.33333333333333315E-001, 3.33333333333333315E-001
 6.66666666666666630E-001, 6.66666666666666630E-001, 6.66666666666666630E-001
 1.00000000000000000E+000, 1.00000000000000000E+000, 1.00000000000000000E+000
